Notes,Five-Year Age Groups,Five-Year Age Groups Code,Year,Year Code,Month,Month Code,Deaths
,< 1 year,1,2019,2019,"Aug., 2019",2019/08,1778
,< 1 year,1,2019,2019,"Sep., 2019",2019/09,1720
,< 1 year,1,2019,2019,"oct., 2019",2019/10,1697
,< 1 year,1,2019,2019,"nov., 2019",2019/11,1700
,< 1 year,1,2019,2019,"Dec., 2019",2019/12,1762
Total,< 1 year,1,2019,2019,,,20921
,< 1 year,1,2020,2020,"Jan., 2020",2020/01,1777
,< 1 year,1,2020,2020,"Feb., 2020",2020/02,1673
,< 1 year,1,2020,2020,"Mar., 2020",2020/03,1646
,< 1 year,1,2020,2020,"Apr., 2020",2020/04,1569
,< 1 year,1,2020,2020,"May, 2020",2020/05,1692
,< 1 year,1,2020,2020,"Jun., 2020",2020/06,1664
,< 1 year,1,2020,2020,"Jul., 2020",2020/07,1649
,< 1 year,1,2020,2020,"Aug., 2020",2020/08,1621
,< 1 year,1,2020,2020,"Sep., 2020",2020/09,1602
,< 1 year,1,2020,2020,"oct., 2020",2020/10,1587
,< 1 year,1,2020,2020,"nov., 2020",2020/11,1559
,< 1 year,1,2020,2020,"Dec., 2020",2020/12,1543
Total,< 1 year,1,2020,2020,,,19582
Total,< 1 year,1,,,,,130921
,1-4 years,1-4,2015,2015,"Jan., 2015",2015/01,315
,1-4 years,1-4,2015,2015,"Feb., 2015",2015/02,327
,1-4 years,1-4,2015,2015,"Mar., 2015",2015/03,323
,1-4 years,1-4,2015,2015,"Apr., 2015",2015/04,352
,1-4 years,1-4,2015,2015,"May, 2015",2015/05,369
,1-4 years,1-4,2015,2015,"Jun., 2015",2015/06,357
,1-4 years,1-4,2015,2015,"Jul., 2015",2015/07,332
,1-4 years,1-4,2015,2015,"Aug., 2015",2015/08,356
,1-4 years,1-4,2015,2015,"Sep., 2015",2015/09,294
,1-4 years,1-4,2015,2015,"oct., 2015",2015/10,314
,1-4 years,1-4,2015,2015,"nov., 2015",2015/11,312
,1-4 years,1-4,2015,2015,"Dec., 2015",2015/12,314
Total,1-4 years,1-4,2015,2015,,,3965
,1-4 years,1-4,2016,2016,"Jan., 2016",2016/01,321
,1-4 years,1-4,2016,2016,"Feb., 2016",2016/02,312
,1-4 years,1-4,2016,2016,"Mar., 2016",2016/03,354
,1-4 years,1-4,2016,2016,"Apr., 2016",2016/04,364
,1-4 years,1-4,2016,2016,"May, 2016",2016/05,355
,1-4 years,1-4,2016,2016,"Jun., 2016",2016/06,353
,1-4 years,1-4,2016,2016,"Jul., 2016",2016/07,382
,1-4 years,1-4,2016,2016,"Aug., 2016",2016/08,332
,1-4 years,1-4,2016,2016,"Sep., 2016",2016/09,302
,1-4 years,1-4,2016,2016,"oct., 2016",2016/10,319
,1-4 years,1-4,2016,2016,"nov., 2016",2016/11,316
,1-4 years,1-4,2016,2016,"Dec., 2016",2016/12,335
Total,1-4 years,1-4,2016,2016,,,4045
,1-4 years,1-4,2017,2017,"Jan., 2017",2017/01,283
,1-4 years,1-4,2017,2017,"Feb., 2017",2017/02,292
,1-4 years,1-4,2017,2017,"Mar., 2017",2017/03,337
,1-4 years,1-4,2017,2017,"Apr., 2017",2017/04,322
,1-4 years,1-4,2017,2017,"May, 2017",2017/05,364
,1-4 years,1-4,2017,2017,"Jun., 2017",2017/06,351
,1-4 years,1-4,2017,2017,"Jul., 2017",2017/07,364
,1-4 years,1-4,2017,2017,"Aug., 2017",2017/08,329
,1-4 years,1-4,2017,2017,"Sep., 2017",2017/09,298
,1-4 years,1-4,2017,2017,"oct., 2017",2017/10,292
,1-4 years,1-4,2017,2017,"nov., 2017",2017/11,310
,1-4 years,1-4,2017,2017,"Dec., 2017",2017/12,338
Total,1-4 years,1-4,2017,2017,,,3880
,1-4 years,1-4,2018,2018,"Jan., 2018",2018/01,352
,1-4 years,1-4,2018,2018,"Feb., 2018",2018/02,296
,1-4 years,1-4,2018,2018,"Mar., 2018",2018/03,327
,1-4 years,1-4,2018,2018,"Apr., 2018",2018/04,271
,1-4 years,1-4,2018,2018,"May, 2018",2018/05,381
,1-4 years,1-4,2018,2018,"Jun., 2018",2018/06,336
,1-4 years,1-4,2018,2018,"Jul., 2018",2018/07,365
,1-4 years,1-4,2018,2018,"Aug., 2018",2018/08,333
,1-4 years,1-4,2018,2018,"Sep., 2018",2018/09,304
,1-4 years,1-4,2018,2018,"oct., 2018",2018/10,276
,1-4 years,1-4,2018,2018,"nov., 2018",2018/11,316
,1-4 years,1-4,2018,2018,"Dec., 2018",2018/12,273
Total,1-4 years,1-4,2018,2018,,,3830
,1-4 years,1-4,2019,2019,"Jan., 2019",2019/01,303
,1-4 years,1-4,2019,2019,"Feb., 2019",2019/02,304
,1-4 years,1-4,2019,2019,"Mar., 2019",2019/03,290
,1-4 years,1-4,2019,2019,"Apr., 2019",2019/04,322
,1-4 years,1-4,2019,2019,"May, 2019",2019/05,350
,1-4 years,1-4,2019,2019,"Jun., 2019",2019/06,335
,1-4 years,1-4,2019,2019,"Jul., 2019",2019/07,318
,1-4 years,1-4,2019,2019,"Aug., 2019",2019/08,317
,1-4 years,1-4,2019,2019,"Sep., 2019",2019/09,280
,1-4 years,1-4,2019,2019,"oct., 2019",2019/10,266
,1-4 years,1-4,2019,2019,"nov., 2019",2019/11,258
,1-4 years,1-4,2019,2019,"Dec., 2019",2019/12,333
Total,1-4 years,1-4,2019,2019,,,3676
,1-4 years,1-4,2020,2020,"Jan., 2020",2020/01,312
,1-4 years,1-4,2020,2020,"Feb., 2020",2020/02,325
,1-4 years,1-4,2020,2020,"Mar., 2020",2020/03,327
,1-4 years,1-4,2020,2020,"Apr., 2020",2020/04,248
,1-4 years,1-4,2020,2020,"May, 2020",2020/05,321
,1-4 years,1-4,2020,2020,"Jun., 2020",2020/06,308
,1-4 years,1-4,2020,2020,"Jul., 2020",2020/07,349
,1-4 years,1-4,2020,2020,"Aug., 2020",2020/08,278
,1-4 years,1-4,2020,2020,"Sep., 2020",2020/09,264
,1-4 years,1-4,2020,2020,"oct., 2020",2020/10,282
,1-4 years,1-4,2020,2020,"nov., 2020",2020/11,257
,1-4 years,1-4,2020,2020,"Dec., 2020",2020/12,258
Total,1-4 years,1-4,2020,2020,,,3529
Total,1-4 years,1-4,,,,,22925
,5-9 years,5-9,2015,2015,"Jan., 2015",2015/01,206
,5-9 years,5-9,2015,2015,"Feb., 2015",2015/02,207
,5-9 years,5-9,2015,2015,"Mar., 2015",2015/03,216
,5-9 years,5-9,2015,2015,"Apr., 2015",2015/04,178
,5-9 years,5-9,2015,2015,"May, 2015",2015/05,212
,5-9 years,5-9,2015,2015,"Jun., 2015",2015/06,223
,5-9 years,5-9,2015,2015,"Jul., 2015",2015/07,223
,5-9 years,5-9,2015,2015,"Aug., 2015",2015/08,189
,5-9 years,5-9,2015,2015,"Sep., 2015",2015/09,210
,5-9 years,5-9,2015,2015,"oct., 2015",2015/10,159
,5-9 years,5-9,2015,2015,"nov., 2015",2015/11,182
,5-9 years,5-9,2015,2015,"Dec., 2015",2015/12,197
Total,5-9 years,5-9,2015,2015,,,2402
,5-9 years,5-9,2016,2016,"Jan., 2016",2016/01,214
,5-9 years,5-9,2016,2016,"Feb., 2016",2016/02,205
,5-9 years,5-9,2016,2016,"Mar., 2016",2016/03,211
,5-9 years,5-9,2016,2016,"Apr., 2016",2016/04,207
,5-9 years,5-9,2016,2016,"May, 2016",2016/05,202
,5-9 years,5-9,2016,2016,"Jun., 2016",2016/06,211
,5-9 years,5-9,2016,2016,"Jul., 2016",2016/07,231
,5-9 years,5-9,2016,2016,"Aug., 2016",2016/08,225
,5-9 years,5-9,2016,2016,"Sep., 2016",2016/09,186
,5-9 years,5-9,2016,2016,"oct., 2016",2016/10,196
,5-9 years,5-9,2016,2016,"nov., 2016",2016/11,197
,5-9 years,5-9,2016,2016,"Dec., 2016",2016/12,205
Total,5-9 years,5-9,2016,2016,,,2490
,5-9 years,5-9,2017,2017,"Jan., 2017",2017/01,182
,5-9 years,5-9,2017,2017,"Feb., 2017",2017/02,176
,5-9 years,5-9,2017,2017,"Mar., 2017",2017/03,242
,5-9 years,5-9,2017,2017,"Apr., 2017",2017/04,197
,5-9 years,5-9,2017,2017,"May, 2017",2017/05,191
,5-9 years,5-9,2017,2017,"Jun., 2017",2017/06,192
,5-9 years,5-9,2017,2017,"Jul., 2017",2017/07,249
,5-9 years,5-9,2017,2017,"Aug., 2017",2017/08,191
,5-9 years,5-9,2017,2017,"Sep., 2017",2017/09,167
,5-9 years,5-9,2017,2017,"oct., 2017",2017/10,190
,5-9 years,5-9,2017,2017,"nov., 2017",2017/11,167
,5-9 years,5-9,2017,2017,"Dec., 2017",2017/12,210
Total,5-9 years,5-9,2017,2017,,,2354
,5-9 years,5-9,2018,2018,"Jan., 2018",2018/01,230
,5-9 years,5-9,2018,2018,"Feb., 2018",2018/02,192
,5-9 years,5-9,2018,2018,"Mar., 2018",2018/03,205
,5-9 years,5-9,2018,2018,"Apr., 2018",2018/04,182
,5-9 years,5-9,2018,2018,"May, 2018",2018/05,203
,5-9 years,5-9,2018,2018,"Jun., 2018",2018/06,198
,5-9 years,5-9,2018,2018,"Jul., 2018",2018/07,206
,5-9 years,5-9,2018,2018,"Aug., 2018",2018/08,196
,5-9 years,5-9,2018,2018,"Sep., 2018",2018/09,176
,5-9 years,5-9,2018,2018,"oct., 2018",2018/10,179
,5-9 years,5-9,2018,2018,"nov., 2018",2018/11,168
,5-9 years,5-9,2018,2018,"Dec., 2018",2018/12,195
Total,5-9 years,5-9,2018,2018,,,2330
,5-9 years,5-9,2019,2019,"Jan., 2019",2019/01,216
,5-9 years,5-9,2019,2019,"Feb., 2019",2019/02,191
,5-9 years,5-9,2019,2019,"Mar., 2019",2019/03,213
,5-9 years,5-9,2019,2019,"Apr., 2019",2019/04,167
,5-9 years,5-9,2019,2019,"May, 2019",2019/05,193
,5-9 years,5-9,2019,2019,"Jun., 2019",2019/06,215
,5-9 years,5-9,2019,2019,"Jul., 2019",2019/07,225
,5-9 years,5-9,2019,2019,"Aug., 2019",2019/08,169
,5-9 years,5-9,2019,2019,"Sep., 2019",2019/09,171
,5-9 years,5-9,2019,2019,"oct., 2019",2019/10,171
,5-9 years,5-9,2019,2019,"nov., 2019",2019/11,186
,5-9 years,5-9,2019,2019,"Dec., 2019",2019/12,216
Total,5-9 years,5-9,2019,2019,,,2333
,5-9 years,5-9,2020,2020,"Jan., 2020",2020/01,182
,5-9 years,5-9,2020,2020,"Feb., 2020",2020/02,181
,5-9 years,5-9,2020,2020,"Mar., 2020",2020/03,172
,5-9 years,5-9,2020,2020,"Apr., 2020",2020/04,163
,5-9 years,5-9,2020,2020,"May, 2020",2020/05,196
,5-9 years,5-9,2020,2020,"Jun., 2020",2020/06,227
,5-9 years,5-9,2020,2020,"Jul., 2020",2020/07,219
,5-9 years,5-9,2020,2020,"Aug., 2020",2020/08,191
,5-9 years,5-9,2020,2020,"Sep., 2020",2020/09,167
,5-9 years,5-9,2020,2020,"oct., 2020",2020/10,187
,5-9 years,5-9,2020,2020,"nov., 2020",2020/11,172
,5-9 years,5-9,2020,2020,"Dec., 2020",2020/12,153
Total,5-9 years,5-9,2020,2020,,,2210
Total,5-9 years,5-9,,,,,14119
,10-14 years,10-14,2015,2015,"Jan., 2015",2015/01,254
,10-14 years,10-14,2015,2015,"Feb., 2015",2015/02,237
,10-14 years,10-14,2015,2015,"Mar., 2015",2015/03,261
,10-14 years,10-14,2015,2015,"Apr., 2015",2015/04,236
,10-14 years,10-14,2015,2015,"May, 2015",2015/05,267
,10-14 years,10-14,2015,2015,"Jun., 2015",2015/06,277
,10-14 years,10-14,2015,2015,"Jul., 2015",2015/07,301
,10-14 years,10-14,2015,2015,"Aug., 2015",2015/08,241
,10-14 years,10-14,2015,2015,"Sep., 2015",2015/09,227
,10-14 years,10-14,2015,2015,"oct., 2015",2015/10,217
,10-14 years,10-14,2015,2015,"nov., 2015",2015/11,251
,10-14 years,10-14,2015,2015,"Dec., 2015",2015/12,240
Total,10-14 years,10-14,2015,2015,,,3009
,10-14 years,10-14,2016,2016,"Jan., 2016",2016/01,259
,10-14 years,10-14,2016,2016,"Feb., 2016",2016/02,266
,10-14 years,10-14,2016,2016,"Mar., 2016",2016/03,247
,10-14 years,10-14,2016,2016,"Apr., 2016",2016/04,216
,10-14 years,10-14,2016,2016,"May, 2016",2016/05,246
,10-14 years,10-14,2016,2016,"Jun., 2016",2016/06,277
,10-14 years,10-14,2016,2016,"Jul., 2016",2016/07,258
,10-14 years,10-14,2016,2016,"Aug., 2016",2016/08,280
,10-14 years,10-14,2016,2016,"Sep., 2016",2016/09,229
,10-14 years,10-14,2016,2016,"oct., 2016",2016/10,236
,10-14 years,10-14,2016,2016,"nov., 2016",2016/11,250
,10-14 years,10-14,2016,2016,"Dec., 2016",2016/12,249
Total,10-14 years,10-14,2016,2016,,,3013
,10-14 years,10-14,2017,2017,"Jan., 2017",2017/01,267
,10-14 years,10-14,2017,2017,"Feb., 2017",2017/02,253
,10-14 years,10-14,2017,2017,"Mar., 2017",2017/03,271
,10-14 years,10-14,2017,2017,"Apr., 2017",2017/04,285
,10-14 years,10-14,2017,2017,"May, 2017",2017/05,279
,10-14 years,10-14,2017,2017,"Jun., 2017",2017/06,255
,10-14 years,10-14,2017,2017,"Jul., 2017",2017/07,288
,10-14 years,10-14,2017,2017,"Aug., 2017",2017/08,244
,10-14 years,10-14,2017,2017,"Sep., 2017",2017/09,254
,10-14 years,10-14,2017,2017,"oct., 2017",2017/10,253
,10-14 years,10-14,2017,2017,"nov., 2017",2017/11,282
,10-14 years,10-14,2017,2017,"Dec., 2017",2017/12,286
Total,10-14 years,10-14,2017,2017,,,3217
,10-14 years,10-14,2018,2018,"Jan., 2018",2018/01,272
,10-14 years,10-14,2018,2018,"Feb., 2018",2018/02,259
,10-14 years,10-14,2018,2018,"Mar., 2018",2018/03,273
,10-14 years,10-14,2018,2018,"Apr., 2018",2018/04,259
,10-14 years,10-14,2018,2018,"May, 2018",2018/05,271
,10-14 years,10-14,2018,2018,"Jun., 2018",2018/06,259
,10-14 years,10-14,2018,2018,"Jul., 2018",2018/07,271
,10-14 years,10-14,2018,2018,"Aug., 2018",2018/08,250
,10-14 years,10-14,2018,2018,"Sep., 2018",2018/09,241
,10-14 years,10-14,2018,2018,"oct., 2018",2018/10,259
,10-14 years,10-14,2018,2018,"nov., 2018",2018/11,247
,10-14 years,10-14,2018,2018,"Dec., 2018",2018/12,259
Total,10-14 years,10-14,2018,2018,,,3120
,10-14 years,10-14,2019,2019,"Jan., 2019",2019/01,255
,10-14 years,10-14,2019,2019,"Feb., 2019",2019/02,245
,10-14 years,10-14,2019,2019,"Mar., 2019",2019/03,246
,10-14 years,10-14,2019,2019,"Apr., 2019",2019/04,270
,10-14 years,10-14,2019,2019,"May, 2019",2019/05,264
,10-14 years,10-14,2019,2019,"Jun., 2019",2019/06,282
,10-14 years,10-14,2019,2019,"Jul., 2019",2019/07,278
,10-14 years,10-14,2019,2019,"Aug., 2019",2019/08,270
,10-14 years,10-14,2019,2019,"Sep., 2019",2019/09,268
,10-14 years,10-14,2019,2019,"oct., 2019",2019/10,244
,10-14 years,10-14,2019,2019,"nov., 2019",2019/11,265
,10-14 years,10-14,2019,2019,"Dec., 2019",2019/12,277
Total,10-14 years,10-14,2019,2019,,,3164
,10-14 years,10-14,2020,2020,"Jan., 2020",2020/01,286
,10-14 years,10-14,2020,2020,"Feb., 2020",2020/02,276
,10-14 years,10-14,2020,2020,"Mar., 2020",2020/03,261
,10-14 years,10-14,2020,2020,"Apr., 2020",2020/04,252
,10-14 years,10-14,2020,2020,"May, 2020",2020/05,261
,10-14 years,10-14,2020,2020,"Jun., 2020",2020/06,299
,10-14 years,10-14,2020,2020,"Jul., 2020",2020/07,323
,10-14 years,10-14,2020,2020,"Aug., 2020",2020/08,270
,10-14 years,10-14,2020,2020,"Sep., 2020",2020/09,294
,10-14 years,10-14,2020,2020,"oct., 2020",2020/10,299
,10-14 years,10-14,2020,2020,"nov., 2020",2020/11,314
,10-14 years,10-14,2020,2020,"Dec., 2020",2020/12,278
Total,10-14 years,10-14,2020,2020,,,3413
Total,10-14 years,10-14,,,,,18936
,15-19 years,15-19,2015,2015,"Jan., 2015",2015/01,865
,15-19 years,15-19,2015,2015,"Feb., 2015",2015/02,697
,15-19 years,15-19,2015,2015,"Mar., 2015",2015/03,784
,15-19 years,15-19,2015,2015,"Apr., 2015",2015/04,819
,15-19 years,15-19,2015,2015,"May, 2015",2015/05,896
,15-19 years,15-19,2015,2015,"Jun., 2015",2015/06,860
,15-19 years,15-19,2015,2015,"Jul., 2015",2015/07,942
,15-19 years,15-19,2015,2015,"Aug., 2015",2015/08,941
,15-19 years,15-19,2015,2015,"Sep., 2015",2015/09,814
,15-19 years,15-19,2015,2015,"oct., 2015",2015/10,883
,15-19 years,15-19,2015,2015,"nov., 2015",2015/11,826
,15-19 years,15-19,2015,2015,"Dec., 2015",2015/12,859
Total,15-19 years,15-19,2015,2015,,,10186
,15-19 years,15-19,2016,2016,"Jan., 2016",2016/01,863
,15-19 years,15-19,2016,2016,"Feb., 2016",2016/02,785
,15-19 years,15-19,2016,2016,"Mar., 2016",2016/03,913
,15-19 years,15-19,2016,2016,"Apr., 2016",2016/04,834
,15-19 years,15-19,2016,2016,"May, 2016",2016/05,964
,15-19 years,15-19,2016,2016,"Jun., 2016",2016/06,962
,15-19 years,15-19,2016,2016,"Jul., 2016",2016/07,947
,15-19 years,15-19,2016,2016,"Aug., 2016",2016/08,935
,15-19 years,15-19,2016,2016,"Sep., 2016",2016/09,810
,15-19 years,15-19,2016,2016,"oct., 2016",2016/10,943
,15-19 years,15-19,2016,2016,"nov., 2016",2016/11,959
,15-19 years,15-19,2016,2016,"Dec., 2016",2016/12,897
Total,15-19 years,15-19,2016,2016,,,10812
,15-19 years,15-19,2017,2017,"Jan., 2017",2017/01,899
,15-19 years,15-19,2017,2017,"Feb., 2017",2017/02,750
,15-19 years,15-19,2017,2017,"Mar., 2017",2017/03,898
,15-19 years,15-19,2017,2017,"Apr., 2017",2017/04,877
,15-19 years,15-19,2017,2017,"May, 2017",2017/05,986
,15-19 years,15-19,2017,2017,"Jun., 2017",2017/06,986
,15-19 years,15-19,2017,2017,"Jul., 2017",2017/07,962
,15-19 years,15-19,2017,2017,"Aug., 2017",2017/08,960
,15-19 years,15-19,2017,2017,"Sep., 2017",2017/09,849
,15-19 years,15-19,2017,2017,"oct., 2017",2017/10,930
,15-19 years,15-19,2017,2017,"nov., 2017",2017/11,876
,15-19 years,15-19,2017,2017,"Dec., 2017",2017/12,913
Total,15-19 years,15-19,2017,2017,,,10886
,15-19 years,15-19,2018,2018,"Jan., 2018",2018/01,905
,15-19 years,15-19,2018,2018,"Feb., 2018",2018/02,805
,15-19 years,15-19,2018,2018,"Mar., 2018",2018/03,831
,15-19 years,15-19,2018,2018,"Apr., 2018",2018/04,803
,15-19 years,15-19,2018,2018,"May, 2018",2018/05,935
,15-19 years,15-19,2018,2018,"Jun., 2018",2018/06,922
,15-19 years,15-19,2018,2018,"Jul., 2018",2018/07,943
,15-19 years,15-19,2018,2018,"Aug., 2018",2018/08,831
,15-19 years,15-19,2018,2018,"Sep., 2018",2018/09,884
,15-19 years,15-19,2018,2018,"oct., 2018",2018/10,878
,15-19 years,15-19,2018,2018,"nov., 2018",2018/11,832
,15-19 years,15-19,2018,2018,"Dec., 2018",2018/12,811
Total,15-19 years,15-19,2018,2018,,,10380
,15-19 years,15-19,2019,2019,"Jan., 2019",2019/01,788
,15-19 years,15-19,2019,2019,"Feb., 2019",2019/02,727
,15-19 years,15-19,2019,2019,"Mar., 2019",2019/03,827
,15-19 years,15-19,2019,2019,"Apr., 2019",2019/04,826
,15-19 years,15-19,2019,2019,"May, 2019",2019/05,908
,15-19 years,15-19,2019,2019,"Jun., 2019",2019/06,944
,15-19 years,15-19,2019,2019,"Jul., 2019",2019/07,888
,15-19 years,15-19,2019,2019,"Aug., 2019",2019/08,864
,15-19 years,15-19,2019,2019,"Sep., 2019",2019/09,861
,15-19 years,15-19,2019,2019,"oct., 2019",2019/10,915
,15-19 years,15-19,2019,2019,"nov., 2019",2019/11,854
,15-19 years,15-19,2019,2019,"Dec., 2019",2019/12,856
Total,15-19 years,15-19,2019,2019,,,10258
,15-19 years,15-19,2020,2020,"Jan., 2020",2020/01,930
,15-19 years,15-19,2020,2020,"Feb., 2020",2020/02,842
,15-19 years,15-19,2020,2020,"Mar., 2020",2020/03,860
,15-19 years,15-19,2020,2020,"Apr., 2020",2020/04,891
,15-19 years,15-19,2020,2020,"May, 2020",2020/05,1059
,15-19 years,15-19,2020,2020,"Jun., 2020",2020/06,1110
,15-19 years,15-19,2020,2020,"Jul., 2020",2020/07,1176
,15-19 years,15-19,2020,2020,"Aug., 2020",2020/08,1184
,15-19 years,15-19,2020,2020,"Sep., 2020",2020/09,1062
,15-19 years,15-19,2020,2020,"oct., 2020",2020/10,1042
,15-19 years,15-19,2020,2020,"nov., 2020",2020/11,1071
,15-19 years,15-19,2020,2020,"Dec., 2020",2020/12,1051
Total,15-19 years,15-19,2020,2020,,,12278
Total,15-19 years,15-19,,,,,64800
,20-24 years,20-24,2015,2015,"Jan., 2015",2015/01,1672
,20-24 years,20-24,2015,2015,"Feb., 2015",2015/02,1376
,20-24 years,20-24,2015,2015,"Mar., 2015",2015/03,1649
,20-24 years,20-24,2015,2015,"Apr., 2015",2015/04,1648
,20-24 years,20-24,2015,2015,"May, 2015",2015/05,1762
,20-24 years,20-24,2015,2015,"Jun., 2015",2015/06,1773
,20-24 years,20-24,2015,2015,"Jul., 2015",2015/07,1837
,20-24 years,20-24,2015,2015,"Aug., 2015",2015/08,1835
,20-24 years,20-24,2015,2015,"Sep., 2015",2015/09,1662
,20-24 years,20-24,2015,2015,"oct., 2015",2015/10,1755
,20-24 years,20-24,2015,2015,"nov., 2015",2015/11,1629
,20-24 years,20-24,2015,2015,"Dec., 2015",2015/12,1710
Total,20-24 years,20-24,2015,2015,,,20308
,20-24 years,20-24,2016,2016,"Jan., 2016",2016/01,1608
,20-24 years,20-24,2016,2016,"Feb., 2016",2016/02,1650
,20-24 years,20-24,2016,2016,"Mar., 2016",2016/03,1848
,20-24 years,20-24,2016,2016,"Apr., 2016",2016/04,1748
,20-24 years,20-24,2016,2016,"May, 2016",2016/05,1831
,20-24 years,20-24,2016,2016,"Jun., 2016",2016/06,1788
,20-24 years,20-24,2016,2016,"Jul., 2016",2016/07,1923
,20-24 years,20-24,2016,2016,"Aug., 2016",2016/08,1973
,20-24 years,20-24,2016,2016,"Sep., 2016",2016/09,1862
,20-24 years,20-24,2016,2016,"oct., 2016",2016/10,1826
,20-24 years,20-24,2016,2016,"nov., 2016",2016/11,1820
,20-24 years,20-24,2016,2016,"Dec., 2016",2016/12,1886
Total,20-24 years,20-24,2016,2016,,,21763
,20-24 years,20-24,2017,2017,"Jan., 2017",2017/01,1852
,20-24 years,20-24,2017,2017,"Feb., 2017",2017/02,1543
,20-24 years,20-24,2017,2017,"Mar., 2017",2017/03,1786
,20-24 years,20-24,2017,2017,"Apr., 2017",2017/04,1754
,20-24 years,20-24,2017,2017,"May, 2017",2017/05,1912
,20-24 years,20-24,2017,2017,"Jun., 2017",2017/06,1799
,20-24 years,20-24,2017,2017,"Jul., 2017",2017/07,1796
,20-24 years,20-24,2017,2017,"Aug., 2017",2017/08,1775
,20-24 years,20-24,2017,2017,"Sep., 2017",2017/09,1748
,20-24 years,20-24,2017,2017,"oct., 2017",2017/10,1750
,20-24 years,20-24,2017,2017,"nov., 2017",2017/11,1680
,20-24 years,20-24,2017,2017,"Dec., 2017",2017/12,1744
Total,20-24 years,20-24,2017,2017,,,21139
,20-24 years,20-24,2018,2018,"Jan., 2018",2018/01,1724
,20-24 years,20-24,2018,2018,"Feb., 2018",2018/02,1450
,20-24 years,20-24,2018,2018,"Mar., 2018",2018/03,1645
