year,month,age_group_5,deaths,covid_deaths,population
2022,11,10-14,308,0,21196255
2022,11,15-19,1085,0,21897394
2022,11,20-24,1744,0,21746610
2022,11,25-29,2459,0,22252820
2022,11,30-34,3361,22,23471714
2022,11,35-39,4067,36,22441817
2022,11,40-44,4963,50,21554385
2022,11,45-49,5965,58,19701444
2022,11,5-9,237,0,20308817
2022,11,50-54,8836,109,20885616
2022,11,55-59,13164,178,21078243
2022,11,60-64,20142,311,21266215
2022,11,65-69,25057,483,18779450
2022,11,70-74,29161,681,15225260
2022,11,75-79,33712,824,10845692
2022,11,80-84,34679,1049,6550388
2022,11,85+,76948,2533,6104247
2022,12,1,1754,12,3680587
2022,12,1-4,362,0,15030367
2022,12,10-14,333,0,21196255
2022,12,15-19,1051,0,21897394
2022,12,20-24,1839,14,21746610
2022,12,25-29,2617,28,22252820
2022,12,30-34,3690,33,23471714
2022,12,35-39,4390,40,22441817
2022,12,40-44,5314,65,21554385
2022,12,45-49,6280,105,19701444
2022,12,5-9,244,0,20308817
2022,12,50-54,9444,163,20885616
2022,12,55-59,14671,268,21078243
2022,12,60-64,22191,450,21266215
2022,12,65-69,27624,732,18779450
2022,12,70-74,32910,1045,15225260
2022,12,75-79,37642,1368,10845692
2022,12,80-84,39535,1508,6550388
2022,12,85+,88480,3880,6104247
2023,01,1,1753,14,3653650
2023,01,1-4,323,10,14978747
2023,01,10-14,291,0,20943661
2023,01,15-19,1136,0,22228073
2023,01,20-24,1776,0,22043447
2023,01,25-29,2493,22,22278222
2023,01,30-34,3473,21,23770395
2023,01,35-39,4055,37,22697636
2023,01,40-44,5269,58,22015321
2023,01,45-49,6042,81,19906918
2023,01,5-9,212,0,20284053
2023,01,50-54,9043,145,20738630
2023,01,55-59,13809,280,20654912
2023,01,60-64,21071,500,21285859
2023,01,65-69,26595,747,19181126
2023,01,70-74,31399,1105,15535630
2023,01,75-79,36094,1383,11380104
2023,01,80-84,38148,1558,6975294
2023,01,85+,85766,4041,6254553
2023,02,1,1517,0,3653650
2023,02,1-4,287,0,14978747
2023,02,10-14,295,0,20943661
2023,02,15-19,922,0,22228073
2023,02,20-24,1601,10,22043447
2023,02,25-29,2144,10,22278222
2023,02,30-34,3090,20,23770395
2023,02,35-39,3586,29,22697636
2023,02,40-44,4576,40,22015321
2023,02,45-49,5349,61,19906918
2023,02,5-9,189,0,20284053
2023,02,50-54,7870,89,20738630
2023,02,55-59,12077,180,20654912
2023,02,60-64,18266,274,21285859
2023,02,65-69,23098,448,19181126
2023,02,70-74,26949,613,15535630
2023,02,75-79,31518,847,11380104
2023,02,80-84,32863,1001,6975294
2023,02,85+,72463,2170,6254553
2023,03,1,1795,0,3653650
2023,03,1-4,363,0,14978747
2023,03,10-14,288,0,20943661
2023,03,15-19,1014,0,22228073
2023,03,20-24,1755,0,22043447
2023,03,25-29,2355,0,22278222
2023,03,30-34,3486,12,23770395
2023,03,35-39,4053,24,22697636
2023,03,40-44,4945,26,22015321
2023,03,45-49,5522,39,19906918
2023,03,5-9,235,0,20284053
2023,03,50-54,8611,68,20738630
2023,03,55-59,13010,119,20654912
2023,03,60-64,19700,227,21285859
2023,03,65-69,25108,351,19181126
2023,03,70-74,29456,515,15535630
2023,03,75-79,33631,706,11380104
2023,03,80-84,35205,805,6975294
2023,03,85+,78234,1896,6254553
2023,04,1,1656,0,3653650
2023,04,1-4,333,0,14978747
2023,04,10-14,294,0,20943661
2023,04,15-19,1085,0,22228073
2023,04,20-24,1837,0,22043447
2023,04,25-29,2365,0,22278222
2023,04,30-34,3212,14,23770395
2023,04,35-39,4001,14,22697636
2023,04,40-44,4723,28,22015321
2023,04,45-49,5480,29,19906918
2023,04,5-9,221,0,20284053
2023,04,50-54,8383,56,20738630
2023,04,55-59,12514,76,20654912
2023,04,60-64,18583,153,21285859
2023,04,65-69,23264,231,19181126
2023,04,70-74,27604,338,15535630
2023,04,75-79,31556,461,11380104
2023,04,80-84,32688,477,6975294
2023,04,85+,72026,1287,6254553
2023,05,1,1675,0,3653650
2023,05,1-4,365,0,14978747
2023,05,10-14,320,0,20943661
2023,05,15-19,1140,0,22228073
2023,05,20-24,1886,0,22043447
2023,05,25-29,2517,0,22278222
2023,05,30-34,3390,0,23770395
2023,05,35-39,4022,0,22697636
2023,05,40-44,4991,0,22015321
2023,05,45-49,5681,30,19906918
2023,05,5-9,197,0,20284053
2023,05,50-54,8399,33,20738630
2023,05,55-59,12329,63,20654912
2023,05,60-64,18886,106,21285859
2023,05,65-69,23550,138,19181126
2023,05,70-74,27702,230,15535630
2023,05,75-79,31600,321,11380104
2023,05,80-84,32891,346,6975294
2023,05,85+,70614,797,6254553
2023,06,1,1670,0,3653650
2023,06,1-4,336,0,14978747
2023,06,10-14,279,0,20943661
2023,06,15-19,1201,0,22228073
2023,06,20-24,1771,0,22043447
2023,06,25-29,2317,0,22278222
2023,06,30-34,3284,0,23770395
2023,06,35-39,3922,0,22697636
2023,06,40-44,4863,0,22015321
2023,06,45-49,5471,15,19906918
2023,06,5-9,219,0,20284053
2023,06,50-54,8006,22,20738630
2023,06,55-59,11846,52,20654912
2023,06,60-64,18131,77,21285859
2023,06,65-69,22859,103,19181126
2023,06,70-74,26268,159,15535630
2023,06,75-79,30105,218,11380104
2023,06,80-84,31293,266,6975294
2023,06,85+,66962,600,6254553
2023,07,1,1673,0,3653650
2023,07,1-4,397,0,14978747
2023,07,10-14,315,0,20943661
2023,07,15-19,1134,0,22228073
2023,07,20-24,1877,0,22043447
2023,07,25-29,2489,0,22278222
2023,07,30-34,3582,0,23770395
2023,07,35-39,4178,12,22697636
2023,07,40-44,5029,0,22015321
2023,07,45-49,5766,13,19906918
2023,07,5-9,214,0,20284053
2023,07,50-54,8305,19,20738630
2023,07,55-59,12453,50,20654912
2023,07,60-64,18744,74,21285859
2023,07,65-69,23454,95,19181126
2023,07,70-74,27079,145,15535630
2023,07,75-79,30683,199,11380104
2023,07,80-84,31587,236,6975294
2023,07,85+,67619,589,6254553
2023,08,1,1710,0,3653650
2023,08,1-4,359,0,14978747
2023,08,10-14,288,0,20943661
2023,08,15-19,1132,0,22228073
2023,08,20-24,1852,0,22043447
2023,08,25-29,2403,10,22278222
2023,08,30-34,3403,10,23770395
2023,08,35-39,4022,16,22697636
2023,08,40-44,4971,19,22015321
2023,08,45-49,5821,20,19906918
2023,08,5-9,201,0,20284053
2023,08,50-54,8148,36,20738630
2023,08,55-59,12149,82,20654912
2023,08,60-64,18863,135,21285859
2023,08,65-69,23469,177,19181126
2023,08,70-74,27552,287,15535630
2023,08,75-79,31481,388,11380104
2023,08,80-84,32778,464,6975294
2023,08,85+,69321,1074,6254553
2023,09,1,1645,0,3653650
2023,09,1-4,330,0,14978747
2023,09,10-14,283,0,20943661
2023,09,15-19,959,0,22228073
2023,09,20-24,1730,0,22043447
2023,09,25-29,2215,0,22278222
2023,09,30-34,3210,12,23770395
2023,09,35-39,3800,15,22697636
2023,09,40-44,4730,34,22015321
2023,09,45-49,5411,46,19906918
2023,09,5-9,178,0,20284053
2023,09,50-54,7872,52,20738630
2023,09,55-59,11630,103,20654912
2023,09,60-64,17987,193,21285859
2023,09,65-69,22979,302,19181126
2023,09,70-74,26912,460,15535630
2023,09,75-79,30796,566,11380104
2023,09,80-84,32563,735,6975294
2023,09,85+,69238,1651,6254553
2023,10,1,1691,0,3653650
2023,10,1-4,301,0,14978747
2023,10,10-14,271,0,20943661
2023,10,15-19,1094,0,22228073
2023,10,20-24,1659,0,22043447
2023,10,25-29,2215,10,22278222
2023,10,30-34,3200,10,23770395
2023,10,35-39,3742,17,22697636
2023,10,40-44,4706,0,22015321
2023,10,45-49,5465,33,19906918
2023,10,5-9,210,0,20284053
2023,10,50-54,8231,42,20738630
2023,10,55-59,11849,78,20654912
2023,10,60-64,18867,173,21285859
2023,10,65-69,24179,258,19181126
2023,10,70-74,28289,421,15535630
2023,10,75-79,33162,592,11380104
2023,10,80-84,34734,650,6975294
2023,10,85+,74288,1588,6254553
2023,11,1,1606,0,3653650
2023,11,1-4,297,0,14978747
2023,11,10-14,269,0,20943661
2023,11,15-19,958,0,22228073
2023,11,20-24,1599,0,22043447
2023,11,25-29,2129,0,22278222
2023,11,30-34,3033,10,23770395
2023,11,35-39,3733,13,22697636
2023,11,40-44,4582,29,22015321
2023,11,45-49,5460,28,19906918
2023,11,5-9,199,0,20284053
2023,11,50-54,8016,47,20738630
2023,11,55-59,11917,107,20654912
2023,11,60-64,18468,187,21285859
2023,11,65-69,23996,298,19181126
2023,11,70-74,28314,422,15535630
2023,11,75-79,32900,615,11380104
2023,11,80-84,34846,721,6975294
2023,11,85+,75113,1709,6254553
2023,12,1,1754,0,3653650
2023,12,1-4,368,0,14978747
2023,12,10-14,310,0,20943661
2023,12,15-19,1002,0,22228073
2023,12,20-24,1591,0,22043447
2023,12,25-29,2133,0,22278222
2023,12,30-34,3311,18,23770395
2023,12,35-39,3869,19,22697636
2023,12,40-44,4968,42,22015321
2023,12,45-49,5803,47,19906918
2023,12,5-9,227,0,20284053
2023,12,50-54,8618,85,20738630
2023,12,55-59,13017,141,20654912
2023,12,60-64,20368,258,21285859
2023,12,65-69,26445,420,19181126
2023,12,70-74,31160,631,15535630
2023,12,75-79,36265,842,11380104
2023,12,80-84,38801,1020,6975294
2023,12,85+,83360,2384,6254553
