Notes,Five-Year Age Groups,Five-Year Age Groups Code,Year,Year Code,Month,Month Code,Deaths
,45-49 years,45-49,2022,2022,"Feb., 2022",2022/02,6206
,45-49 years,45-49,2022,2022,"Mar., 2022",2022/03,6059
,45-49 years,45-49,2022,2022,"Apr., 2022",2022/04,5560
,45-49 years,45-49,2022,2022,"May, 2022",2022/05,5738
,45-49 years,45-49,2022,2022,"Jun., 2022",2022/06,5692
,45-49 years,45-49,2022,2022,"Jul., 2022",2022/07,6091
,45-49 years,45-49,2022,2022,"Aug., 2022",2022/08,5758
,45-49 years,45-49,2022,2022,"Sep., 2022",2022/09,5745
,45-49 years,45-49,2022,2022,"oct., 2022",2022/10,5810
,45-49 years,45-49,2022,2022,"nov., 2022",2022/11,5965
,45-49 years,45-49,2022,2022,"Dec., 2022",2022/12,6280
Total,45-49 years,45-49,2022,2022,,,73143
,45-49 years,45-49,2023,2023,"Jan., 2023 ",2023/01,6042
,45-49 years,45-49,2023,2023,"Feb., 2023 ",2023/02,5349
,45-49 years,45-49,2023,2023,"Mar., 2023 ",2023/03,5522
,45-49 years,45-49,2023,2023,"Apr., 2023 ",2023/04,5480
,45-49 years,45-49,2023,2023,"May, 2023 ",2023/05,5681
,45-49 years,45-49,2023,2023,"Jun., 2023 ",2023/06,5471
,45-49 years,45-49,2023,2023,"Jul., 2023 ",2023/07,5766
,45-49 years,45-49,2023,2023,"Aug., 2023 ",2023/08,5821
,45-49 years,45-49,2023,2023,"Sep., 2023 ",2023/09,5411
,45-49 years,45-49,2023,2023,"oct., 2023",2023/10,5465
,45-49 years,45-49,2023,2023,"nov., 2023",2023/11,5460
,45-49 years,45-49,2023,2023,"Dec., 2023 ",2023/12,5803
Total,45-49 years,45-49,2023,2023,,,67271
Total,45-49 years,45-49,,,,,226558
,50-54 years,50-54,2021,2021,"Jan., 2021",2021/01,12217
,50-54 years,50-54,2021,2021,"Feb., 2021",2021/02,9830
,50-54 years,50-54,2021,2021,"Mar., 2021",2021/03,9833
,50-54 years,50-54,2021,2021,"Apr., 2021",2021/04,9565
,50-54 years,50-54,2021,2021,"May, 2021",2021/05,9639
,50-54 years,50-54,2021,2021,"Jun., 2021",2021/06,9107
,50-54 years,50-54,2021,2021,"Jul., 2021",2021/07,9555
,50-54 years,50-54,2021,2021,"Aug., 2021",2021/08,12723
,50-54 years,50-54,2021,2021,"Sep., 2021",2021/09,13485
,50-54 years,50-54,2021,2021,"oct., 2021",2021/10,11723
,50-54 years,50-54,2021,2021,"nov., 2021",2021/11,10434
,50-54 years,50-54,2021,2021,"Dec., 2021",2021/12,11782
Total,50-54 years,50-54,2021,2021,,,129893
,50-54 years,50-54,2022,2022,"Jan., 2022",2022/01,12614
,50-54 years,50-54,2022,2022,"Feb., 2022",2022/02,9778
,50-54 years,50-54,2022,2022,"Mar., 2022",2022/03,9016
,50-54 years,50-54,2022,2022,"Apr., 2022",2022/04,8330
,50-54 years,50-54,2022,2022,"May, 2022",2022/05,8733
,50-54 years,50-54,2022,2022,"Jun., 2022",2022/06,8509
,50-54 years,50-54,2022,2022,"Jul., 2022",2022/07,8903
,50-54 years,50-54,2022,2022,"Aug., 2022",2022/08,8719
,50-54 years,50-54,2022,2022,"Sep., 2022",2022/09,8606
,50-54 years,50-54,2022,2022,"oct., 2022",2022/10,8653
,50-54 years,50-54,2022,2022,"nov., 2022",2022/11,8836
,50-54 years,50-54,2022,2022,"Dec., 2022",2022/12,9444
Total,50-54 years,50-54,2022,2022,,,110141
,50-54 years,50-54,2023,2023,"Jan., 2023 ",2023/01,9043
,50-54 years,50-54,2023,2023,"Feb., 2023 ",2023/02,7870
,50-54 years,50-54,2023,2023,"Mar., 2023 ",2023/03,8611
,50-54 years,50-54,2023,2023,"Apr., 2023 ",2023/04,8383
,50-54 years,50-54,2023,2023,"May, 2023 ",2023/05,8399
,50-54 years,50-54,2023,2023,"Jun., 2023 ",2023/06,8006
,50-54 years,50-54,2023,2023,"Jul., 2023 ",2023/07,8305
,50-54 years,50-54,2023,2023,"Aug., 2023 ",2023/08,8148
,50-54 years,50-54,2023,2023,"Sep., 2023 ",2023/09,7872
,50-54 years,50-54,2023,2023,"oct., 2023",2023/10,8231
,50-54 years,50-54,2023,2023,"nov., 2023",2023/11,8016
,50-54 years,50-54,2023,2023,"Dec., 2023 ",2023/12,8618
Total,50-54 years,50-54,2023,2023,,,99502
Total,50-54 years,50-54,,,,,339536
,55-59 years,55-59,2021,2021,"Jan., 2021",2021/01,19362
,55-59 years,55-59,2021,2021,"Feb., 2021",2021/02,15314
,55-59 years,55-59,2021,2021,"Mar., 2021",2021/03,15104
,55-59 years,55-59,2021,2021,"Apr., 2021",2021/04,14846
,55-59 years,55-59,2021,2021,"May, 2021",2021/05,14856
,55-59 years,55-59,2021,2021,"Jun., 2021",2021/06,14059
,55-59 years,55-59,2021,2021,"Jul., 2021",2021/07,14641
,55-59 years,55-59,2021,2021,"Aug., 2021",2021/08,18584
,55-59 years,55-59,2021,2021,"Sep., 2021",2021/09,19578
,55-59 years,55-59,2021,2021,"oct., 2021",2021/10,17667
,55-59 years,55-59,2021,2021,"nov., 2021",2021/11,15890
,55-59 years,55-59,2021,2021,"Dec., 2021",2021/12,17707
Total,55-59 years,55-59,2021,2021,,,197608
,55-59 years,55-59,2022,2022,"Jan., 2022",2022/01,20007
,55-59 years,55-59,2022,2022,"Feb., 2022",2022/02,15159
,55-59 years,55-59,2022,2022,"Mar., 2022",2022/03,14074
,55-59 years,55-59,2022,2022,"Apr., 2022",2022/04,12802
,55-59 years,55-59,2022,2022,"May, 2022",2022/05,13195
,55-59 years,55-59,2022,2022,"Jun., 2022",2022/06,12882
,55-59 years,55-59,2022,2022,"Jul., 2022",2022/07,13456
,55-59 years,55-59,2022,2022,"Aug., 2022",2022/08,12983
,55-59 years,55-59,2022,2022,"Sep., 2022",2022/09,12775
,55-59 years,55-59,2022,2022,"oct., 2022",2022/10,13155
,55-59 years,55-59,2022,2022,"nov., 2022",2022/11,13164
,55-59 years,55-59,2022,2022,"Dec., 2022",2022/12,14671
Total,55-59 years,55-59,2022,2022,,,168323
,55-59 years,55-59,2023,2023,"Jan., 2023 ",2023/01,13809
,55-59 years,55-59,2023,2023,"Feb., 2023 ",2023/02,12077
,55-59 years,55-59,2023,2023,"Mar., 2023 ",2023/03,13010
,55-59 years,55-59,2023,2023,"Apr., 2023 ",2023/04,12514
,55-59 years,55-59,2023,2023,"May, 2023 ",2023/05,12329
,55-59 years,55-59,2023,2023,"Jun., 2023 ",2023/06,11846
,55-59 years,55-59,2023,2023,"Jul., 2023 ",2023/07,12453
,55-59 years,55-59,2023,2023,"Aug., 2023 ",2023/08,12149
,55-59 years,55-59,2023,2023,"Sep., 2023 ",2023/09,11630
,55-59 years,55-59,2023,2023,"oct., 2023",2023/10,11849
,55-59 years,55-59,2023,2023,"nov., 2023",2023/11,11917
,55-59 years,55-59,2023,2023,"Dec., 2023 ",2023/12,13017
Total,55-59 years,55-59,2023,2023,,,148600
Total,55-59 years,55-59,,,,,514531
,60-64 years ,60-64,2021,2021,"Jan., 2021",2021/01,28484
,60-64 years ,60-64,2021,2021,"Feb., 2021",2021/02,22433
,60-64 years ,60-64,2021,2021,"Mar., 2021",2021/03,21502
,60-64 years ,60-64,2021,2021,"Apr., 2021",2021/04,20830
,60-64 years ,60-64,2021,2021,"May, 2021",2021/05,21030
,60-64 years ,60-64,2021,2021,"Jun., 2021",2021/06,19814
,60-64 years ,60-64,2021,2021,"Jul., 2021",2021/07,20660
,60-64 years ,60-64,2021,2021,"Aug., 2021",2021/08,25458
,60-64 years ,60-64,2021,2021,"Sep., 2021",2021/09,26929
,60-64 years ,60-64,2021,2021,"oct., 2021",2021/10,24383
,60-64 years ,60-64,2021,2021,"nov., 2021",2021/11,23167
,60-64 years ,60-64,2021,2021,"Dec., 2021",2021/12,25873
Total,60-64 years ,60-64,2021,2021,,,280563
,60-64 years ,60-64,2022,2022,"Jan., 2022",2022/01,29143
,60-64 years ,60-64,2022,2022,"Feb., 2022",2022/02,22133
,60-64 years ,60-64,2022,2022,"Mar., 2022",2022/03,20566
,60-64 years ,60-64,2022,2022,"Apr., 2022",2022/04,18887
,60-64 years ,60-64,2022,2022,"May, 2022",2022/05,19275
,60-64 years ,60-64,2022,2022,"Jun., 2022",2022/06,19088
,60-64 years ,60-64,2022,2022,"Jul., 2022",2022/07,19794
,60-64 years ,60-64,2022,2022,"Aug., 2022",2022/08,19471
,60-64 years ,60-64,2022,2022,"Sep., 2022",2022/09,18830
,60-64 years ,60-64,2022,2022,"oct., 2022",2022/10,19698
,60-64 years ,60-64,2022,2022,"nov., 2022",2022/11,20142
,60-64 years ,60-64,2022,2022,"Dec., 2022",2022/12,22191
Total,60-64 years ,60-64,2022,2022,,,249218
,60-64 years ,60-64,2023,2023,"Jan., 2023 ",2023/01,21071
,60-64 years ,60-64,2023,2023,"Feb., 2023 ",2023/02,18266
,60-64 years ,60-64,2023,2023,"Mar., 2023 ",2023/03,19700
,60-64 years ,60-64,2023,2023,"Apr., 2023 ",2023/04,18583
,60-64 years ,60-64,2023,2023,"May, 2023 ",2023/05,18886
,60-64 years ,60-64,2023,2023,"Jun., 2023 ",2023/06,18131
,60-64 years ,60-64,2023,2023,"Jul., 2023 ",2023/07,18744
,60-64 years ,60-64,2023,2023,"Aug., 2023 ",2023/08,18863
,60-64 years ,60-64,2023,2023,"Sep., 2023 ",2023/09,17987
,60-64 years ,60-64,2023,2023,"oct., 2023",2023/10,18867
,60-64 years ,60-64,2023,2023,"nov., 2023",2023/11,18468
,60-64 years ,60-64,2023,2023,"Dec., 2023 ",2023/12,20368
Total,60-64 years ,60-64,2023,2023,,,227934
Total,60-64 years ,60-64,,,,,757715
,65-69 years,65-69,2021,2021,"Jan., 2021",2021/01,34781
,65-69 years,65-69,2021,2021,"Feb., 2021",2021/02,26949
,65-69 years,65-69,2021,2021,"Mar., 2021",2021/03,25418
,65-69 years,65-69,2021,2021,"Apr., 2021",2021/04,24326
,65-69 years,65-69,2021,2021,"May, 2021",2021/05,24347
,65-69 years,65-69,2021,2021,"Jun., 2021",2021/06,23089
,65-69 years,65-69,2021,2021,"Jul., 2021",2021/07,24317
,65-69 years,65-69,2021,2021,"Aug., 2021",2021/08,29352
,65-69 years,65-69,2021,2021,"Sep., 2021",2021/09,30705
,65-69 years,65-69,2021,2021,"oct., 2021",2021/10,29120
,65-69 years,65-69,2021,2021,"nov., 2021",2021/11,27546
,65-69 years,65-69,2021,2021,"Dec., 2021",2021/12,31034
Total,65-69 years,65-69,2021,2021,,,330984
,65-69 years,65-69,2022,2022,"Jan., 2022",2022/01,35247
,65-69 years,65-69,2022,2022,"Feb., 2022",2022/02,27569
,65-69 years,65-69,2022,2022,"Mar., 2022",2022/03,25023
,65-69 years,65-69,2022,2022,"Apr., 2022",2022/04,22886
,65-69 years,65-69,2022,2022,"May, 2022",2022/05,23643
,65-69 years,65-69,2022,2022,"Jun., 2022",2022/06,22975
,65-69 years,65-69,2022,2022,"Jul., 2022",2022/07,24073
,65-69 years,65-69,2022,2022,"Aug., 2022",2022/08,24099
,65-69 years,65-69,2022,2022,"Sep., 2022",2022/09,23348
,65-69 years,65-69,2022,2022,"oct., 2022",2022/10,24621
,65-69 years,65-69,2022,2022,"nov., 2022",2022/11,25057
,65-69 years,65-69,2022,2022,"Dec., 2022",2022/12,27624
Total,65-69 years,65-69,2022,2022,,,306165
,65-69 years,65-69,2023,2023,"Jan., 2023 ",2023/01,26595
,65-69 years,65-69,2023,2023,"Feb., 2023 ",2023/02,23098
,65-69 years,65-69,2023,2023,"Mar., 2023 ",2023/03,25108
,65-69 years,65-69,2023,2023,"Apr., 2023 ",2023/04,23264
,65-69 years,65-69,2023,2023,"May, 2023 ",2023/05,23550
,65-69 years,65-69,2023,2023,"Jun., 2023 ",2023/06,22859
,65-69 years,65-69,2023,2023,"Jul., 2023 ",2023/07,23454
,65-69 years,65-69,2023,2023,"Aug., 2023 ",2023/08,23469
,65-69 years,65-69,2023,2023,"Sep., 2023 ",2023/09,22979
,65-69 years,65-69,2023,2023,"oct., 2023",2023/10,24179
,65-69 years,65-69,2023,2023,"nov., 2023",2023/11,23996
,65-69 years,65-69,2023,2023,"Dec., 2023 ",2023/12,26445
Total,65-69 years,65-69,2023,2023,,,288996
Total,65-69 years,65-69,,,,,926145
,70-74 years,70-74,2021,2021,"Jan., 2021",2021/01,42837
,70-74 years,70-74,2021,2021,"Feb., 2021",2021/02,32839
,70-74 years,70-74,2021,2021,"Mar., 2021",2021/03,30746
,70-74 years,70-74,2021,2021,"Apr., 2021",2021/04,29151
,70-74 years,70-74,2021,2021,"May, 2021",2021/05,29197
,70-74 years,70-74,2021,2021,"Jun., 2021",2021/06,27313
,70-74 years,70-74,2021,2021,"Jul., 2021",2021/07,28686
,70-74 years,70-74,2021,2021,"Aug., 2021",2021/08,34324
,70-74 years,70-74,2021,2021,"Sep., 2021",2021/09,35568
,70-74 years,70-74,2021,2021,"oct., 2021",2021/10,33834
,70-74 years,70-74,2021,2021,"nov., 2021",2021/11,32335
,70-74 years,70-74,2021,2021,"Dec., 2021",2021/12,36452
Total,70-74 years,70-74,2021,2021,,,393282
,70-74 years,70-74,2022,2022,"Jan., 2022",2022/01,42010
,70-74 years,70-74,2022,2022,"Feb., 2022",2022/02,33260
,70-74 years,70-74,2022,2022,"Mar., 2022",2022/03,30053
,70-74 years,70-74,2022,2022,"Apr., 2022",2022/04,27038
,70-74 years,70-74,2022,2022,"May, 2022",2022/05,27736
,70-74 years,70-74,2022,2022,"Jun., 2022",2022/06,26912
,70-74 years,70-74,2022,2022,"Jul., 2022",2022/07,28402
,70-74 years,70-74,2022,2022,"Aug., 2022",2022/08,28532
,70-74 years,70-74,2022,2022,"Sep., 2022",2022/09,27497
,70-74 years,70-74,2022,2022,"oct., 2022",2022/10,28905
,70-74 years,70-74,2022,2022,"nov., 2022",2022/11,29161
,70-74 years,70-74,2022,2022,"Dec., 2022",2022/12,32910
Total,70-74 years,70-74,2022,2022,,,362416
,70-74 years,70-74,2023,2023,"Jan., 2023 ",2023/01,31399
,70-74 years,70-74,2023,2023,"Feb., 2023 ",2023/02,26949
,70-74 years,70-74,2023,2023,"Mar., 2023 ",2023/03,29456
,70-74 years,70-74,2023,2023,"Apr., 2023 ",2023/04,27604
,70-74 years,70-74,2023,2023,"May, 2023 ",2023/05,27702
,70-74 years,70-74,2023,2023,"Jun., 2023 ",2023/06,26268
,70-74 years,70-74,2023,2023,"Jul., 2023 ",2023/07,27079
,70-74 years,70-74,2023,2023,"Aug., 2023 ",2023/08,27552
,70-74 years,70-74,2023,2023,"Sep., 2023 ",2023/09,26912
,70-74 years,70-74,2023,2023,"oct., 2023",2023/10,28289
,70-74 years,70-74,2023,2023,"nov., 2023",2023/11,28314
,70-74 years,70-74,2023,2023,"Dec., 2023 ",2023/12,31160
Total,70-74 years,70-74,2023,2023,,,338684
Total,70-74 years,70-74,,,,,1094382
,75-79 years,75-79,2021,2021,"Jan., 2021",2021/01,45731
,75-79 years,75-79,2021,2021,"Feb., 2021",2021/02,34084
,75-79 years,75-79,2021,2021,"Mar., 2021",2021/03,32044
,75-79 years,75-79,2021,2021,"Apr., 2021",2021/04,29850
,75-79 years,75-79,2021,2021,"May, 2021",2021/05,29900
,75-79 years,75-79,2021,2021,"Jun., 2021",2021/06,28285
,75-79 years,75-79,2021,2021,"Jul., 2021",2021/07,29805
,75-79 years,75-79,2021,2021,"Aug., 2021",2021/08,34905
,75-79 years,75-79,2021,2021,"Sep., 2021",2021/09,35862
,75-79 years,75-79,2021,2021,"oct., 2021",2021/10,35016
,75-79 years,75-79,2021,2021,"nov., 2021",2021/11,34803
,75-79 years,75-79,2021,2021,"Dec., 2021",2021/12,38582
Total,75-79 years,75-79,2021,2021,,,408867
,75-79 years,75-79,2022,2022,"Jan., 2022",2022/01,45825
,75-79 years,75-79,2022,2022,"Feb., 2022",2022/02,36617
,75-79 years,75-79,2022,2022,"Mar., 2022",2022/03,33038
,75-79 years,75-79,2022,2022,"Apr., 2022",2022/04,30475
,75-79 years,75-79,2022,2022,"May, 2022",2022/05,31343
,75-79 years,75-79,2022,2022,"Jun., 2022",2022/06,30550
,75-79 years,75-79,2022,2022,"Jul., 2022",2022/07,31905
,75-79 years,75-79,2022,2022,"Aug., 2022",2022/08,32254
,75-79 years,75-79,2022,2022,"Sep., 2022",2022/09,31247
,75-79 years,75-79,2022,2022,"oct., 2022",2022/10,32984
,75-79 years,75-79,2022,2022,"nov., 2022",2022/11,33712
,75-79 years,75-79,2022,2022,"Dec., 2022",2022/12,37642
Total,75-79 years,75-79,2022,2022,,,407592
,75-79 years,75-79,2023,2023,"Jan., 2023 ",2023/01,36094
,75-79 years,75-79,2023,2023,"Feb., 2023 ",2023/02,31518
,75-79 years,75-79,2023,2023,"Mar., 2023 ",2023/03,33631
,75-79 years,75-79,2023,2023,"Apr., 2023 ",2023/04,31556
,75-79 years,75-79,2023,2023,"May, 2023 ",2023/05,31600
,75-79 years,75-79,2023,2023,"Jun., 2023 ",2023/06,30105
,75-79 years,75-79,2023,2023,"Jul., 2023 ",2023/07,30683
,75-79 years,75-79,2023,2023,"Aug., 2023 ",2023/08,31481
,75-79 years,75-79,2023,2023,"Sep., 2023 ",2023/09,30796
,75-79 years,75-79,2023,2023,"oct., 2023",2023/10,33162
,75-79 years,75-79,2023,2023,"nov., 2023",2023/11,32900
,75-79 years,75-79,2023,2023,"Dec., 2023 ",2023/12,36265
Total,75-79 years,75-79,2023,2023,,,389791
Total,75-79 years,75-79,,,,,1206250
,80-84 years,80-84,2021,2021,"Jan., 2021",2021/01,48312
,80-84 years,80-84,2021,2021,"Feb., 2021",2021/02,35318
,80-84 years,80-84,2021,2021,"Mar., 2021",2021/03,33379
,80-84 years,80-84,2021,2021,"Apr., 2021",2021/04,30876
,80-84 years,80-84,2021,2021,"May, 2021",2021/05,30787
,80-84 years,80-84,2021,2021,"Jun., 2021",2021/06,29390
,80-84 years,80-84,2021,2021,"Jul., 2021",2021/07,30842
,80-84 years,80-84,2021,2021,"Aug., 2021",2021/08,35187
,80-84 years,80-84,2021,2021,"Sep., 2021",2021/09,35837
,80-84 years,80-84,2021,2021,"oct., 2021",2021/10,35785
,80-84 years,80-84,2021,2021,"nov., 2021",2021/11,35620
,80-84 years,80-84,2021,2021,"Dec., 2021",2021/12,39453
Total,80-84 years,80-84,2021,2021,,,420786
,80-84 years,80-84,2022,2022,"Jan., 2022",2022/01,46801
,80-84 years,80-84,2022,2022,"Feb., 2022",2022/02,37301
,80-84 years,80-84,2022,2022,"Mar., 2022",2022/03,34033
,80-84 years,80-84,2022,2022,"Apr., 2022",2022/04,31036
,80-84 years,80-84,2022,2022,"May, 2022",2022/05,32002
,80-84 years,80-84,2022,2022,"Jun., 2022",2022/06,31032
,80-84 years,80-84,2022,2022,"Jul., 2022",2022/07,32453
,80-84 years,80-84,2022,2022,"Aug., 2022",2022/08,32833
,80-84 years,80-84,2022,2022,"Sep., 2022",2022/09,31718
,80-84 years,80-84,2022,2022,"oct., 2022",2022/10,33888
,80-84 years,80-84,2022,2022,"nov., 2022",2022/11,34679
,80-84 years,80-84,2022,2022,"Dec., 2022",2022/12,39535
Total,80-84 years,80-84,2022,2022,,,417311
,80-84 years,80-84,2023,2023,"Jan., 2023 ",2023/01,38148
,80-84 years,80-84,2023,2023,"Feb., 2023 ",2023/02,32863
,80-84 years,80-84,2023,2023,"Mar., 2023 ",2023/03,35205
,80-84 years,80-84,2023,2023,"Apr., 2023 ",2023/04,32688
,80-84 years,80-84,2023,2023,"May, 2023 ",2023/05,32891
,80-84 years,80-84,2023,2023,"Jun., 2023 ",2023/06,31293
,80-84 years,80-84,2023,2023,"Jul., 2023 ",2023/07,31587
,80-84 years,80-84,2023,2023,"Aug., 2023 ",2023/08,32778
,80-84 years,80-84,2023,2023,"Sep., 2023 ",2023/09,32563
,80-84 years,80-84,2023,2023,"oct., 2023",2023/10,34734
,80-84 years,80-84,2023,2023,"nov., 2023",2023/11,34846
,80-84 years,80-84,2023,2023,"Dec., 2023 ",2023/12,38801
Total,80-84 years,80-84,2023,2023,,,408397
Total,80-84 years,80-84,,,,,1246494
,85-89 years,85-89,2021,2021,"Jan., 2021",2021/01,48762
,85-89 years,85-89,2021,2021,"Feb., 2021",2021/02,35291
,85-89 years,85-89,2021,2021,"Mar., 2021",2021/03,33163
,85-89 years,85-89,2021,2021,"Apr., 2021",2021/04,30775
,85-89 years,85-89,2021,2021,"May, 2021",2021/05,30319
,85-89 years,85-89,2021,2021,"Jun., 2021",2021/06,28901
,85-89 years,85-89,2021,2021,"Jul., 2021",2021/07,30405
,85-89 years,85-89,2021,2021,"Aug., 2021",2021/08,34492
,85-89 years,85-89,2021,2021,"Sep., 2021",2021/09,34516
,85-89 years,85-89,2021,2021,"oct., 2021",2021/10,35068
,85-89 years,85-89,2021,2021,"nov., 2021",2021/11,34964
,85-89 years,85-89,2021,2021,"Dec., 2021",2021/12,38244
Total,85-89 years,85-89,2021,2021,,,414900
,85-89 years,85-89,2022,2022,"Jan., 2022",2022/01,46183
,85-89 years,85-89,2022,2022,"Feb., 2022",2022/02,36570
,85-89 years,85-89,2022,2022,"Mar., 2022",2022/03,33726
,85-89 years,85-89,2022,2022,"Apr., 2022",2022/04,30325
,85-89 years,85-89,2022,2022,"May, 2022",2022/05,31314
,85-89 years,85-89,2022,2022,"Jun., 2022",2022/06,30317
,85-89 years,85-89,2022,2022,"Jul., 2022",2022/07,31956
,85-89 years,85-89,2022,2022,"Aug., 2022",2022/08,32018
,85-89 years,85-89,2022,2022,"Sep., 2022",2022/09,30767
,85-89 years,85-89,2022,2022,"oct., 2022",2022/10,33360
,85-89 years,85-89,2022,2022,"nov., 2022",2022/11,33481
,85-89 years,85-89,2022,2022,"Dec., 2022",2022/12,38417
Total,85-89 years,85-89,2022,2022,,,408434
,85-89 years,85-89,2023,2023,"Jan., 2023 ",2023/01,37173
,85-89 years,85-89,2023,2023,"Feb., 2023 ",2023/02,31313
,85-89 years,85-89,2023,2023,"Mar., 2023 ",2023/03,34143
,85-89 years,85-89,2023,2023,"Apr., 2023 ",2023/04,31901
,85-89 years,85-89,2023,2023,"May, 2023 ",2023/05,30987
,85-89 years,85-89,2023,2023,"Jun., 2023 ",2023/06,29711
,85-89 years,85-89,2023,2023,"Jul., 2023 ",2023/07,30092
,85-89 years,85-89,2023,2023,"Aug., 2023 ",2023/08,30738
,85-89 years,85-89,2023,2023,"Sep., 2023 ",2023/09,30643
,85-89 years,85-89,2023,2023,"oct., 2023",2023/10,32898
,85-89 years,85-89,2023,2023,"nov., 2023",2023/11,33320
,85-89 years,85-89,2023,2023,"Dec., 2023 ",2023/12,37000
Total,85-89 years,85-89,2023,2023,,,389919
Total,85-89 years,85-89,,,,,1213253
,90-94 years,90-94,2021,2021,"Jan., 2021",2021/01,39615
,90-94 years,90-94,2021,2021,"Feb., 2021",2021/02,28482
,90-94 years,90-94,2021,2021,"Mar., 2021",2021/03,26819
,90-94 years,90-94,2021,2021,"Apr., 2021",2021/04,24781
,90-94 years,90-94,2021,2021,"May, 2021",2021/05,25082
,90-94 years,90-94,2021,2021,"Jun., 2021",2021/06,23547
,90-94 years,90-94,2021,2021,"Jul., 2021",2021/07,25019
,90-94 years,90-94,2021,2021,"Aug., 2021",2021/08,27381
,90-94 years,90-94,2021,2021,"Sep., 2021",2021/09,27926
,90-94 years,90-94,2021,2021,"oct., 2021",2021/10,28469
,90-94 years,90-94,2021,2021,"nov., 2021",2021/11,28511
,90-94 years,90-94,2021,2021,"Dec., 2021",2021/12,31293
Total,90-94 years,90-94,2021,2021,,,336925
,90-94 years,90-94,2022,2022,"Jan., 2022",2022/01,37314
,90-94 years,90-94,2022,2022,"Feb., 2022",2022/02,28923
,90-94 years,90-94,2022,2022,"Mar., 2022",2022/03,26833
,90-94 years,90-94,2022,2022,"Apr., 2022",2022/04,24809
,90-94 years,90-94,2022,2022,"May, 2022",2022/05,25720
,90-94 years,90-94,2022,2022,"Jun., 2022",2022/06,24917
,90-94 years,90-94,2022,2022,"Jul., 2022",2022/07,26275
,90-94 years,90-94,2022,2022,"Aug., 2022",2022/08,25889
,90-94 years,90-94,2022,2022,"Sep., 2022",2022/09,25356
,90-94 years,90-94,2022,2022,"oct., 2022",2022/10,27294
,90-94 years,90-94,2022,2022,"nov., 2022",2022/11,27271
,90-94 years,90-94,2022,2022,"Dec., 2022",2022/12,31415
Total,90-94 years,90-94,2022,2022,,,332016
,90-94 years,90-94,2023,2023,"Jan., 2023 ",2023/01,30566
,90-94 years,90-94,2023,2023,"Feb., 2023 ",2023/02,25925
,90-94 years,90-94,2023,2023,"Mar., 2023 ",2023/03,27818
,90-94 years,90-94,2023,2023,"Apr., 2023 ",2023/04,25376
,90-94 years,90-94,2023,2023,"May, 2023 ",2023/05,24960
,90-94 years,90-94,2023,2023,"Jun., 2023 ",2023/06,23660
,90-94 years,90-94,2023,2023,"Jul., 2023 ",2023/07,23657
,90-94 years,90-94,2023,2023,"Aug., 2023 ",2023/08,24416
,90-94 years,90-94,2023,2023,"Sep., 2023 ",2023/09,24261
,90-94 years,90-94,2023,2023,"oct., 2023",2023/10,25966
,90-94 years,90-94,2023,2023,"nov., 2023",2023/11,26159
,90-94 years,90-94,2023,2023,"Dec., 2023 ",2023/12,29270
Total,90-94 years,90-94,2023,2023,,,312034
Total,90-94 years,90-94,,,,,980975
,95-99 years,95-99,2021,2021,"Jan., 2021",2021/01,18251
,95-99 years,95-99,2021,2021,"Feb., 2021",2021/02,13198
,95-99 years,95-99,2021,2021,"Mar., 2021",2021/03,12168
,95-99 years,95-99,2021,2021,"Apr., 2021",2021/04,11402
,95-99 years,95-99,2021,2021,"May, 2021",2021/05,11659
,95-99 years,95-99,2021,2021,"Jun., 2021",2021/06,10927
,95-99 years,95-99,2021,2021,"Jul., 2021",2021/07,11520
,95-99 years,95-99,2021,2021,"Aug., 2021",2021/08,12867
,95-99 years,95-99,2021,2021,"Sep., 2021",2021/09,12688
,95-99 years,95-99,2021,2021,"oct., 2021",2021/10,13068
,95-99 years,95-99,2021,2021,"nov., 2021",2021/11,13361
,95-99 years,95-99,2021,2021,"Dec., 2021",2021/12,14350
Total,95-99 years,95-99,2021,2021,,,155459
,95-99 years,95-99,2022,2022,"Jan., 2022",2022/01,17782
,95-99 years,95-99,2022,2022,"Feb., 2022",2022/02,13760
,95-99 years,95-99,2022,2022,"Mar., 2022",2022/03,12320
,95-99 years,95-99,2022,2022,"Apr., 2022",2022/04,11673
,95-99 years,95-99,2022,2022,"May, 2022",2022/05,12025
,95-99 years,95-99,2022,2022,"Jun., 2022",2022/06,11795
,95-99 years,95-99,2022,2022,"Jul., 2022",2022/07,12231
,95-99 years,95-99,2022,2022,"Aug., 2022",2022/08,12445
,95-99 years,95-99,2022,2022,"Sep., 2022",2022/09,12032
,95-99 years,95-99,2022,2022,"oct., 2022",2022/10,13051
,95-99 years,95-99,2022,2022,"nov., 2022",2022/11,13159
,95-99 years,95-99,2022,2022,"Dec., 2022",2022/12,15123
Total,95-99 years,95-99,2022,2022,,,157396
,95-99 years,95-99,2023,2023,"Jan., 2023 ",2023/01,14746
,95-99 years,95-99,2023,2023,"Feb., 2023 ",2023/02,12367
,95-99 years,95-99,2023,2023,"Mar., 2023 ",2023/03,13333
,95-99 years,95-99,2023,2023,"Apr., 2023 ",2023/04,12026
,95-99 years,95-99,2023,2023,"May, 2023 ",2023/05,11984
,95-99 years,95-99,2023,2023,"Jun., 2023 ",2023/06,11110
,95-99 years,95-99,2023,2023,"Jul., 2023 ",2023/07,11302
