Year,Week,MMWRWeekCode,Date,Deaths,baseline_1819_week,Excess_calc,Excess_TES,diff_calc_vs_TES,diff_pct_of_baseline
2024,18,2024/18,2024-05-04,377,421.5,-44.5,116.937,-161.437,-38.3005931198102
2024,19,2024/19,2024-05-11,384,433.5,-49.5,115.978,-165.478,-38.1725490196078
2024,20,2024/20,2024-05-18,420,407.5,12.5,115.978,-103.478,-25.3933742331288
2024,21,2024/21,2024-05-25,399,409,-10,115.978,-125.978,-30.801466992665
2024,22,2024/22,2024-06-01,391,426,-35,114.403,-149.403,-35.0711267605634
2024,23,2024/23,2024-06-08,372,409.5,-37.5,112.78,-150.28,-36.6984126984127
2024,24,2024/24,2024-06-15,396,418,-22,112.78,-134.78,-32.244019138756
2024,25,2024/25,2024-06-22,380,403,-23,115,-138,-34.2431761786601
2024,26,2024/26,2024-06-29,388,404,-16,110,-126,-31.1881188118812
2024,27,2024/27,2024-07-06,382,417.5,-35.5,110,-145.5,-34.8502994011976
2024,28,2024/28,2024-07-13,394,407,-13,107.023,-120.023,-29.4896805896806
2024,29,2024/29,2024-07-20,361,404.5,-43.5,112.14,-155.64,-38.4771322620519
2024,30,2024/30,2024-07-27,414,423,-9,110.541,-119.541,-28.2602836879433
2024,31,2024/31,2024-08-03,392,383,9,110.541,-101.541,-26.5120104438642
2024,32,2024/32,2024-08-10,374,403,-29,113.1,-142.1,-35.2605459057072
2024,33,2024/33,2024-08-17,366,414.5,-48.5,108.622,-157.122,-37.9063932448733
2024,34,2024/34,2024-08-24,364,423.5,-59.5,104.145,-163.645,-38.6410861865407
2024,35,2024/35,2024-08-31,340,407.5,-67.5,102.546,-170.046,-41.7290797546012
2024,36,2024/36,2024-09-07,389,410.5,-21.5,102.546,-124.046,-30.2182704019488
2024,37,2024/37,2024-09-14,426,413,13,101.587,-88.587,-21.4496368038741
2024,38,2024/38,2024-09-21,359,440,-81,99.348,-180.348,-40.9881818181818
2024,39,2024/39,2024-09-28,387,416.5,-29.5,100.627,-130.127,-31.2429771908764
2024,40,2024/40,2024-10-05,393,406.5,-13.5,102.546,-116.046,-28.5476014760148
2024,41,2024/41,2024-10-12,373,411,-38,105.424,-143.424,-34.8963503649635
2024,42,2024/42,2024-10-19,383,432.5,-49.5,108.622,-158.122,-36.56
2024,43,2024/43,2024-10-26,391,410.5,-19.5,106.384,-125.884,-30.6660170523752
2024,44,2024/44,2024-11-02,371,394,-23,106.384,-129.384,-32.8385786802031
2024,45,2024/45,2024-11-09,411,413,-2,112.14,-114.14,-27.636803874092
2024,46,2024/46,2024-11-16,424,433,-9,116.937,-125.937,-29.0847575057737
2024,47,2024/47,2024-11-23,400,410.5,-10.5,121.415,-131.915,-32.1352009744214
2024,48,2024/48,2024-11-30,409,393,16,123.653,-107.653,-27.39262086514
2024,49,2024/49,2024-12-07,380,399.5,-19.5,123.973,-143.473,-35.9131414267835
2024,50,2024/50,2024-12-14,377,415,-38,126.212,-164.212,-39.569156626506
2024,51,2024/51,2024-12-21,419,410,9,130.049,-121.049,-29.5241463414634
2024,52,2024/52,2024-12-28,414,418,-4,131.009,-135.009,-32.2988038277512
2025,1,2025/01,2025-01-04,396,397,-1,126.212,-127.212,-32.0433249370277
2025,2,2025/02,2025-01-11,419,401,18,,,
2025,3,2025/03,2025-01-18,429,422.5,6.5,,,
2025,4,2025/04,2025-01-25,366,439,-73,,,
2025,5,2025/05,2025-02-01,398,447,-49,,,
2025,6,2025/06,2025-02-08,427,435.5,-8.5,,,
2025,7,2025/07,2025-02-15,430,436.5,-6.5,,,
2025,8,2025/08,2025-02-22,398,421.5,-23.5,,,
2025,9,2025/09,2025-03-01,359,436.5,-77.5,,,
2025,10,2025/10,2025-03-08,377,440,-63,,,
2025,11,2025/11,2025-03-15,378,414,-36,,,
2025,12,2025/12,2025-03-22,450,441.5,8.5,,,
2025,13,2025/13,2025-03-29,437,411.5,25.5,,,
2025,14,2025/14,2025-04-05,450,399,51,,,
2025,15,2025/15,2025-04-12,452,409,43,,,
2025,16,2025/16,2025-04-19,448,441,7,,,
2025,17,2025/17,2025-04-26,448,401.5,46.5,,,
2025,18,2025/18,2025-05-03,420,421.5,-1.5,,,
2025,19,2025/19,2025-05-10,409,433.5,-24.5,,,
2025,20,2025/20,2025-05-17,448,407.5,40.5,,,
2025,21,2025/21,2025-05-24,426,409,17,,,
2025,22,2025/22,2025-05-31,446,426,20,,,
2025,23,2025/23,2025-06-07,447,409.5,37.5,,,
2025,24,2025/24,2025-06-14,392,418,-26,,,
2025,25,2025/25,2025-06-21,398,403,-5,,,
2025,26,2025/26,2025-06-28,415,404,11,,,
2025,27,2025/27,2025-07-05,423,417.5,5.5,,,
2025,28,2025/28,2025-07-12,417,407,10,,,
2025,29,2025/29,2025-07-19,424,404.5,19.5,,,
2025,30,2025/30,2025-07-26,386,423,-37,,,
2025,31,2025/31,2025-08-02,397,383,14,,,
2025,32,2025/32,2025-08-09,369,403,-34,,,
2025,33,2025/33,2025-08-16,310,414.5,-104.5,,,
2025,34,2025/34,2025-08-23,268,423.5,-155.5,,,
2025,35,2025/35,2025-08-30,202,407.5,-205.5,,,
2025,36,2025/36,2025-09-06,89,410.5,-321.5,,,
